date,year,month,day,day_of_week,day_name,is_weekend,is_extended_weekend,tithi_num,tithi_name,is_ekadashi,is_pournami,is_amavasya,is_purattasi_season,is_purattasi_saturday,is_karthika_masam,is_major_festival,festival_name,is_eclipse_day,is_exam_season,is_summer_vacation,is_public_holiday,holiday_count,holiday_names,pilgrim_count,compartments_filled,sarva_darshan_wait_hours,sed_wait_hours,divya_darshan_wait_hours,hundi_crores,tonsures,laddus_distributed,rush_level
2018-02-09,2018,2,9,4,Friday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,62484,13,9.6,2.5,5.3,3.99,24993,274929,MODERATE
2018-02-10,2018,2,10,5,Saturday,1,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,72446,20,14.3,3.5,7.9,4.18,28978,318762,MODERATE
2018-02-11,2018,2,11,6,Sunday,1,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,0,0,0,None,78056,25,18.0,4.3,9.9,4.28,31222,343446,HIGH
2018-02-12,2018,2,12,0,Monday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,51768,5,5.3,1.8,3.5,3.78,20707,227779,LOW
2018-02-13,2018,2,13,1,Tuesday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-14,2018,2,14,2,Wednesday,0,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-15,2018,2,15,3,Thursday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-16,2018,2,16,4,Friday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-17,2018,2,17,5,Saturday,1,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54610,7,6.3,1.9,3.5,3.84,21844,240284,LOW
2018-02-18,2018,2,18,6,Sunday,1,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,53221,6,5.8,1.8,3.5,3.81,21288,234172,LOW
2018-02-19,2018,2,19,0,Monday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-20,2018,2,20,1,Tuesday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-21,2018,2,21,2,Wednesday,0,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-22,2018,2,22,3,Thursday,0,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-23,2018,2,23,4,Friday,0,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,50130,3,4.7,1.6,3.5,3.75,20052,220572,LOW
2018-02-24,2018,2,24,5,Saturday,1,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,56256,8,6.9,2.1,3.8,3.87,22502,247526,LOW
2018-02-25,2018,2,25,6,Sunday,1,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,1,0,0,0,None,63731,14,10.2,2.7,5.6,4.01,25492,280416,MODERATE
2018-02-26,2018,2,26,0,Monday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-27,2018,2,27,1,Tuesday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-02-28,2018,2,28,2,Wednesday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-01,2018,3,1,3,Thursday,0,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-02,2018,3,2,4,Friday,0,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,50334,3,4.8,1.7,3.5,3.76,20133,221469,LOW
2018-03-03,2018,3,3,5,Saturday,1,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,56221,8,6.9,2.0,3.8,3.87,22488,247372,LOW
2018-03-04,2018,3,4,6,Sunday,1,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,52889,5,5.7,1.8,3.5,3.8,21155,232711,LOW
2018-03-05,2018,3,5,0,Monday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-06,2018,3,6,1,Tuesday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-07,2018,3,7,2,Wednesday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-08,2018,3,8,3,Thursday,0,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-09,2018,3,9,4,Friday,0,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-10,2018,3,10,5,Saturday,1,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54777,7,6.4,2.0,3.5,3.84,21910,241018,LOW
2018-03-11,2018,3,11,6,Sunday,1,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,51671,4,5.3,1.7,3.5,3.78,20668,227352,LOW
2018-03-12,2018,3,12,0,Monday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,1,0,0,0,None,48387,2,4.1,1.5,3.5,3.72,19354,212902,LOW
2018-03-13,2018,3,13,1,Tuesday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-14,2018,3,14,2,Wednesday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-15,2018,3,15,3,Thursday,0,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-16,2018,3,16,4,Friday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,1,0,0,0,None,49040,2,4.4,1.6,3.5,3.73,19616,215776,LOW
2018-03-17,2018,3,17,5,Saturday,1,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,55134,7,6.5,2.0,3.6,3.85,22053,242589,LOW
2018-03-18,2018,3,18,6,Sunday,1,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54396,7,6.2,1.9,3.5,3.83,21758,239342,LOW
2018-03-19,2018,3,19,0,Monday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-20,2018,3,20,1,Tuesday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-21,2018,3,21,2,Wednesday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-22,2018,3,22,3,Thursday,0,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-23,2018,3,23,4,Friday,0,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-24,2018,3,24,5,Saturday,1,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,55974,8,6.8,2.0,3.7,3.86,22389,246285,LOW
2018-03-25,2018,3,25,6,Sunday,1,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54325,7,6.2,1.9,3.5,3.83,21730,239030,LOW
2018-03-26,2018,3,26,0,Monday,0,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-27,2018,3,27,1,Tuesday,0,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-28,2018,3,28,2,Wednesday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-29,2018,3,29,3,Thursday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-30,2018,3,30,4,Friday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-03-31,2018,3,31,5,Saturday,1,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,1,0,0,0,None,63229,13,9.9,2.6,5.4,4.0,25291,278207,MODERATE
2018-04-01,2018,4,1,6,Sunday,1,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,51005,4,5.1,1.7,3.5,3.77,20402,224422,LOW
2018-04-02,2018,4,2,0,Monday,0,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-03,2018,4,3,1,Tuesday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-04,2018,4,4,2,Wednesday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-05,2018,4,5,3,Thursday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-06,2018,4,6,4,Friday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-07,2018,4,7,5,Saturday,1,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,57805,9,7.4,2.2,4.1,3.9,23122,254342,LOW
2018-04-08,2018,4,8,6,Sunday,1,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,52772,5,5.7,1.8,3.5,3.8,21108,232196,LOW
2018-04-09,2018,4,9,0,Monday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-10,2018,4,10,1,Tuesday,0,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2018-04-11,2018,4,11,2,Wednesday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,0,0,0,None,53550,6,5.9,1.9,3.5,3.82,21420,235620,LOW
2018-04-12,2018,4,12,3,Thursday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,49458,3,4.5,1.6,3.5,3.74,19783,217615,LOW
2018-04-13,2018,4,13,4,Friday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,63002,13,9.8,2.6,5.4,4.0,25200,277208,MODERATE
2018-04-14,2018,4,14,5,Saturday,1,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,1,1,Dr. B.R. Ambedkar Jayanti / Tamil New Year,87320,31,25.3,5.8,13.9,4.46,34928,384208,PEAK
2018-04-15,2018,4,15,6,Sunday,1,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,0,1,0,0,None,88267,31,26.3,6.0,14.5,4.48,35306,388374,PEAK
2018-04-16,2018,4,16,0,Monday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,81058,27,20.0,4.8,11.0,4.34,32423,356655,HIGH
2018-04-17,2018,4,17,1,Tuesday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,63697,14,10.1,2.7,5.6,4.01,25478,280266,MODERATE
2018-04-18,2018,4,18,2,Wednesday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,62366,13,9.5,2.5,5.2,3.98,24946,274410,MODERATE
2018-04-19,2018,4,19,3,Thursday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,65367,15,10.9,2.8,6.0,4.04,26146,287614,MODERATE
2018-04-20,2018,4,20,4,Friday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,82985,29,21.3,5.2,11.7,4.38,33194,365134,HIGH
2018-04-21,2018,4,21,5,Saturday,1,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,90246,31,28.2,6.2,15.5,4.51,36098,397082,PEAK
2018-04-22,2018,4,22,6,Sunday,1,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,89865,31,27.9,6.2,15.3,4.51,35946,395406,PEAK
2018-04-23,2018,4,23,0,Monday,0,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,81576,27,20.4,4.9,11.2,4.35,32630,358934,HIGH
2018-04-24,2018,4,24,1,Tuesday,0,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,64674,14,10.6,2.8,5.8,4.03,25869,284565,MODERATE
2018-04-25,2018,4,25,2,Wednesday,0,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,64763,14,10.6,2.8,5.8,4.03,25905,284957,MODERATE
2018-04-26,2018,4,26,3,Thursday,0,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,0,1,0,0,None,80369,26,19.6,4.7,10.8,4.33,32147,353623,HIGH
2018-04-27,2018,4,27,4,Friday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,81320,27,20.2,4.9,11.1,4.35,32528,357808,HIGH
2018-04-28,2018,4,28,5,Saturday,1,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,88510,31,26.5,6.0,14.6,4.48,35404,389444,PEAK
2018-04-29,2018,4,29,6,Sunday,1,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,0,1,0,0,None,97489,31,35.5,7.2,19.5,4.65,38995,428951,PEAK
2018-04-30,2018,4,30,0,Monday,0,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,84875,31,22.9,5.5,12.6,4.41,33950,373450,PEAK
2018-05-01,2018,5,1,1,Tuesday,0,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,1,1,May Day / Labour Day,86472,31,24.5,5.7,13.5,4.44,34588,380476,PEAK
2018-05-02,2018,5,2,2,Wednesday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,71045,19,13.6,3.4,7.5,4.15,28418,312598,MODERATE
2018-05-03,2018,5,3,3,Thursday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,67072,16,11.7,3.0,6.4,4.07,26828,295116,MODERATE
2018-05-04,2018,5,4,4,Friday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,81707,28,20.5,4.9,11.3,4.35,32682,359510,HIGH
2018-05-05,2018,5,5,5,Saturday,1,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,86511,31,24.5,5.7,13.5,4.44,34604,380648,PEAK
2018-05-06,2018,5,6,6,Sunday,1,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,88010,31,26.0,5.9,14.3,4.47,35204,387244,PEAK
2018-05-07,2018,5,7,0,Monday,0,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,78731,25,18.5,4.4,10.2,4.3,31492,346416,HIGH
2018-05-08,2018,5,8,1,Tuesday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,66354,15,11.4,2.9,6.3,4.06,26541,291957,MODERATE
2018-05-09,2018,5,9,2,Wednesday,0,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,64593,14,10.6,2.8,5.8,4.03,25837,284209,MODERATE
2018-05-10,2018,5,10,3,Thursday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,1,0,0,None,80259,26,19.5,4.7,10.7,4.32,32103,353139,HIGH
2018-05-11,2018,5,11,4,Friday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,81287,27,20.2,4.9,11.1,4.34,32514,357662,HIGH
2018-05-12,2018,5,12,5,Saturday,1,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,86479,31,24.5,5.7,13.5,4.44,34591,380507,PEAK
2018-05-13,2018,5,13,6,Sunday,1,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,89810,31,27.8,6.2,15.3,4.51,35924,395164,PEAK
2018-05-14,2018,5,14,0,Monday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,0,1,0,0,None,82693,28,21.1,5.1,11.6,4.37,33077,363849,HIGH
2018-05-15,2018,5,15,1,Tuesday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,65562,15,11.0,2.9,6.1,4.05,26224,288472,MODERATE
2018-05-16,2018,5,16,2,Wednesday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,62623,13,9.6,2.6,5.3,3.99,25049,275541,MODERATE
2018-05-17,2018,5,17,3,Thursday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,63348,13,10.0,2.6,5.5,4.0,25339,278731,MODERATE
